"question_id","question","answers__001","answers__002","answers__003","answers__004","correct","context","eval_score"
"3738022e-98a3-11eb-b28e-4fc593e2bb35","What was the name of the 1960s film in which Milkha Singh was the first female Prime?","T20I","Ranji","Vijay hazare","The Asia Cup","3","Playing a knock of 113 not out, he had a record partnership with Ravichandran Ashwin, although in a losing cause. Mihir Sen (1959) Milkha Singh (1959) 1960s Vijay Hazare (1960) Retrieved 3 September 2017. ^","1.5473464727401733"
"38925d9a-98a3-11eb-b28e-4fc593e2bb35","How many runs did Dhoni score in both matches?","37","31","33","29","4","Retrieved 19 March 2015. ^ Dhoni was out for a duck in both these matches and scored just 29 runs in the tournament. 23 June 2006.","2.4781060218811035"
"39e0292a-98a3-11eb-b28e-4fc593e2bb35","How many runs did England score for the Harbhajan Singh delivery?","326","423","324","313","4","Mary Kom (2006) Dhoni failed to collect the Harbhajan Singh delivery cleanly as Flintoff went on to make 36 more runs as England set a target of 313 for the home team, a target that India was never in danger of threatening. Bishan Singh Bedi (1970)","2.5661795139312744"
"3bc8f5aa-98a3-11eb-b28e-4fc593e2bb35","Against New Zealand, what was the score of the first 50-plus runs for the Australian?","272","266","263","231","1","""Roar of the Lion - The untold Dhoni story to come on Hotstar"". Against New Zealand, he managed 272 runs which included three consecutive 50-plus scores. Though he had not played cricket, Dhoni impressed with his wicket-keeping skills and became the regular wicketkeeper at the Commando cricket club (<PHONE>).","1.8829281330108643"
"411c6668-98a3-11eb-b28e-4fc593e2bb35","who is the captain of india in naruth dhoni s?","Sourav ganguly","Ms Dhoni","Sangakkara","Wasim Akram","1","In June 2013, when India defeated England in the final of the Champions Trophy in England, Dhoni became the first captain to win all three ICC limited-overs trophies (World Cup, Champions Trophy and the World Twenty20). Dhoni scored 362 runs in 6 innings at an average of 72.40 and his performance in the series received attention from the then Indian captain - Sourav Ganguly and Ravi Shastri, amongst others. He co-partnered Akkineni Nagarjuna in buying a Supersport World Championship team, Mahi Racing Team India.","1.3331918716430664"
"4240b63e-98a3-11eb-b28e-4fc593e2bb35","What is the name of the team that he bought in the Supersport World Championships?","Mahi racing team india","Mahi racing team South Asia","Mahi racing team Bangladesh","Mahi racing team Pakistan","1","Dhoni scored 362 runs in 6 innings at an average of 72.40 and his performance in the series received attention from the then Indian captain - Sourav Ganguly and Ravi Shastri, amongst others. He co-partnered Akkineni Nagarjuna in buying a Supersport World Championship team, Mahi Racing Team India. Sporting honours ICC ODI Player of the Year: 2008, 2009 ICC World ODI XI: 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014 (captain in 2009, 2011-2014)","2.3805058002471924"
"453e0990-98a3-11eb-b28e-4fc593e2bb35","What was the length of the bowling of Clint McKay?","110","114","115","112 meters","4","Mamta Sodha (2014) In the final over, he hit a monstrous six which travelled 112 meters off the bowling of Clint McKay. ^ ""ICC Awards of the Decade announced"".","1.17774498462677"
"4a55e3f8-98a3-11eb-b28e-4fc593e2bb35","where did australia play in the odi semi finals?","Auckland cricket ground","Sydney cricket ground","Melbourne cricket ground","Perth cricket ground","2","Sachin Tendulkar (1999) 2000s However, they lost to host Australia in the semi-finals held at the Sydney Cricket Ground. As captain of the Indian cricket team, Dhoni has seldom been suspended due to his team's slow over-rate.","1.5413858890533447"
"4ca12dd4-98a3-11eb-b28e-4fc593e2bb35","What is the name of Dhoni's sister?","Ketkar","Nirajan","Jayanti gupta","rajan","3","""Kumble retires, Dhoni named Test captain"". Dhoni has a sister Jayanti Gupta and a brother Narendra Singh Dhoni. Under his captaincy, Chennai Super Kings won the 2010 and 2011 and 2018 Indian Premier League titles and the 2010 and 2014 Champions League T20 titles.","1.5081393718719482"
"4ca12dd5-98a3-11eb-b28e-4fc593e2bb35","What is the name of Dhoni's brother?","Nirajan","Ketkar","rajan","Jayanti gupta","4","""Kumble retires, Dhoni named Test captain"". Dhoni has a sister Jayanti Gupta and a brother Narendra Singh Dhoni. Under his captaincy, Chennai Super Kings won the 2010 and 2011 and 2018 Indian Premier League titles and the 2010 and 2014 Champions League T20 titles.","1.8523048162460327"
"51a9e76c-98a3-11eb-b28e-4fc593e2bb35","who is captain of india's super four cricket team?","Rohit sharma","Dhoni","Kohli","Dhawan","1","15 July 2018. During 2018 Asia Cup in India's last Super Four match, against Afghanistan, captain Rohit Sharma and vice-captain Shikhar Dhawan were both rested for the match. The Hindu.","0.8190199136734009"
